id,team_api_id,team_fifa_api_id,team_long_name,team_short_name,transfers_name,matched_team,match_score,country,league,logo_filename
31451,8244,301.0,Widzew Łódź,LOD,,widzew lodz,95.23809523809523,Poland,PKO BP Ekstraklasa,Widzew Lodz - Poland - PKO BP Ekstraklasa.png
31452,8242,1564.0,Odra Wodzisław,ODR,,admira wker modling,50.0,Austria,Bundesliga,FC Admira Wacker Mödling - Austria - Bundesliga.png
31453,2182,873.0,Lech Poznań,POZ,Lech Poznan,lech poznan,100.0,Poland,PKO BP Ekstraklasa,Lech Poznan - Poland - PKO BP Ekstraklasa.png
31454,8569,110744.0,GKS Bełchatów,BEL,,gks katowice,66.66666666666667,Poland,PKO BP Ekstraklasa,GKS Katowice - Poland - PKO BP Ekstraklasa.png
31455,8322,111082.0,Arka Gdynia,ARK,,casa pia,52.63157894736843,Portugal,Liga Portugal,Casa Pia AC - Portugal - Liga Portugal.png
31456,1957,110745.0,Jagiellonia Białystok,BIA,,jagiellonia bialystok,97.5609756097561,Poland,PKO BP Ekstraklasa,Jagiellonia Bialystok - Poland - PKO BP Ekstraklasa.png
31457,8028,111086.0,Piast Gliwice,PIG,,piast gliwice,100.0,Poland,PKO BP Ekstraklasa,Piast Gliwice - Poland - PKO BP Ekstraklasa.png
31458,2186,110747.0,Cracovia,CKR,,crovia,100.0,Poland,PKO BP Ekstraklasa,Cracovia - Poland - PKO BP Ekstraklasa.png
31925,8245,111083.0,Korona Kielce,KKI,,korona kielce,100.0,Poland,PKO BP Ekstraklasa,Korona Kielce - Poland - PKO BP Ekstraklasa.png
31928,8021,110749.0,Zagłębie Lubin,ZAG,,zaglebie lubin,96.2962962962963,Poland,PKO BP Ekstraklasa,Zaglebie Lubin - Poland - PKO BP Ekstraklasa.png
32409,8024,301.0,Widzew Łódź,WID,,widzew lodz,95.23809523809523,Poland,PKO BP Ekstraklasa,Widzew Lodz - Poland - PKO BP Ekstraklasa.png
32891,8033,111087.0,Podbeskidzie Bielsko-Biała,POD,,odense bk,48.484848484848484,Denmark,Superliga,Odense BK - Denmark - Superliga.png
33377,8023,110746.0,Pogoń Szczecin,POG,,pogon szczecin,100.0,Poland,PKO BP Ekstraklasa,Pogon Szczecin - Poland - PKO BP Ekstraklasa.png
33855,8027,112512.0,Zawisza Bydgoszcz,ZAW,,wisla plock,50.0,Poland,PKO BP Ekstraklasa,Wisla Plock - Poland - PKO BP Ekstraklasa.png
34337,8019,110565.0,Górnik Łęczna,LEC,,gornik leczna,96.0,Poland,PKO BP Ekstraklasa,Gornik Leczna - Poland - PKO BP Ekstraklasa.png
34816,177361,,Termalica Bruk-Bet Nieciecza,TBN,,termalica,50.0,Poland,PKO BP Ekstraklasa,Termalica - Poland - PKO BP Ekstraklasa.png
35283,9773,236.0,FC Porto,POR,FC Porto,porto,100.0,Portugal,Liga Portugal,FC Porto - Portugal - Liga Portugal.png
35284,9807,1889.0,CF Os Belenenses,BEL,Belenenses,belenenses sad,66.66666666666667,Portugal,Liga Portugal,Belenenses SAD - Portugal - Liga Portugal.png
35285,9768,237.0,Sporting CP,SCP,Sporting CP,sporting cp,100.0,Portugal,Liga Portugal,Sporting CP - Portugal - Liga Portugal.png
35286,7992,,Trofense,TRO,,farense,66.66666666666667,Portugal,Liga Portugal,SC Farense - Portugal - Liga Portugal.png
35287,7844,1887.0,Vitória Guimarães,GUI,Vit. Guimarães,vit. guimaraes,83.87096774193549,Portugal,Liga Portugal,Vit. Guimarães - Portugal - Liga Portugal.png
35288,10238,665.0,Vitória Setúbal,SET,Vitória Setúbal,viktoria plzen,62.06896551724138,Czech Republic,Chance Liga,FC Viktoria Plzen - Czech Republic - Chance Liga.png
35289,6403,1892.0,FC Paços de Ferreira,FER,Paços Ferreira,pos de ferreira,100.0,Portugal,Liga Portugal,FC Paços de Ferreira - Portugal - Liga Portugal.png
35290,10264,1896.0,SC Braga,BRA,Braga,braga,100.0,Portugal,Liga Portugal,SC Braga - Portugal - Liga Portugal.png
35291,10213,,Amadora,AMA,,uc sampdoria,63.1578947368421,Italy,Serie A,UC Sampdoria - Italy - Serie A.png
35292,10215,1901.0,Académica de Coimbra,ACA,Coimbra,radomiak radom,56.25,Poland,PKO BP Ekstraklasa,Radomiak Radom - Poland - PKO BP Ekstraklasa.png
35293,7841,744.0,Rio Ave FC,RA,Rio Ave FC,rio ave,100.0,Portugal,Liga Portugal,Rio Ave FC - Portugal - Liga Portugal.png
35294,9772,234.0,SL Benfica,BEN,Benfica,sl benfica,100.0,Portugal,Liga Portugal,SL Benfica - Portugal - Liga Portugal.png
35295,6421,10018.0,Leixões SC,LEI,,olympios,53.333333333333336,Greece,Super League 1,Olympiacos - Greece - Super League 1.png
35296,10214,1891.0,CD Nacional,NAC,Nacional,cd nional,100.0,Portugal,Liga Portugal,CD Nacional - Portugal - Liga Portugal.png
35297,9809,100737.0,Naval 1° de Maio,NAV,,atletico de madrid,54.54545454545454,Spain,LaLiga,Atlético de Madrid - Spain - LaLiga.png
35298,10212,1893.0,CS Marítimo,MAR,Marítimo,cs maritimo,100.0,Portugal,Liga Portugal,CS Marítimo - Portugal - Liga Portugal.png
35769,9771,1895.0,"União de Leiria, SAD",ULE,Leiria,ud almeria,55.172413793103445,Spain,LaLiga,UD Almería - Spain - LaLiga.png
35774,2033,111540.0,S.C. Olhanense,OLH,,st. johnstone,59.25925925925925,Scotland,Scottish Premiership,St. Johnstone - Scotland - Scottish Premiership.png
36248,9765,,Portimonense,POR,Portimonense,portimonense,100.0,Portugal,Liga Portugal,Portimonense - Portugal - Liga Portugal.png
36253,10211,1897.0,SC Beira Mar,B-M,,real madrid,60.0,Spain,LaLiga,Real Madrid - Spain - LaLiga.png
36723,4064,,Feirense,FEI,Feirense,farense,80.0,Portugal,Liga Portugal,SC Farense - Portugal - Liga Portugal.png
36735,9764,1888.0,Gil Vicente FC,GV,,gil vicente,100.0,Portugal,Liga Portugal,Gil Vicente FC - Portugal - Liga Portugal.png
37210,8348,1900.0,Moreirense FC,MOR,Morelia,moreirense,100.0,Portugal,Liga Portugal,Moreirense FC - Portugal - Liga Portugal.png
37214,7842,10020.0,Estoril Praia,EST,,estoril praia,100.0,Portugal,Liga Portugal,Estoril Praia - Portugal - Liga Portugal.png
37696,158085,112513.0,FC Arouca,ARO,,arouca,100.0,Portugal,Liga Portugal,FC Arouca - Portugal - Liga Portugal.png
38173,6547,100741.0,FC Penafiel,PEN,,copenhagen,55.55555555555556,Denmark,Superliga,FC Copenhagen - Denmark - Superliga.png
38176,8613,1898.0,Boavista FC,BOA,Boavista,boavista,100.0,Portugal,Liga Portugal,Boavista FC - Portugal - Liga Portugal.png
38789,6367,,Uniao da Madeira,MAD,,puskas akademia,58.06451612903225,Hungary,Nemzeti Bajnokság,Puskás Akadémia FC - Hungary - Nemzeti Bajnokság.png
38791,188163,,Tondela,TON,,cd tondela,82.35294117647058,Portugal,Liga Portugal,CD Tondela - Portugal - Liga Portugal.png
39387,8596,79.0,Falkirk,FAL,,paksi,50.0,Hungary,Nemzeti Bajnokság,Paksi FC - Hungary - Nemzeti Bajnokság.png
39388,8548,86.0,Rangers,RAN,Rangers,rangers,100.0,Scotland,Scottish Premiership,Rangers FC - Scotland - Scottish Premiership.png
39389,9860,80.0,Heart of Midlothian,HEA,Heart of Midl.,heart of midlothian,100.0,Scotland,Scottish Premiership,Heart of Midlothian FC - Scotland - Scottish Premiership.png
39390,9927,83.0,Motherwell,MOT,Motherwell FC,motherwell,100.0,Scotland,Scottish Premiership,Motherwell FC - Scotland - Scottish Premiership.png
39391,8597,82.0,Kilmarnock,KIL,,kilmarnock,100.0,Scotland,Scottish Premiership,Kilmarnock FC - Scotland - Scottish Premiership.png
39392,10251,81.0,Hibernian,HIB,Hibernian FC,hibernian,100.0,Scotland,Scottish Premiership,Hibernian FC - Scotland - Scottish Premiership.png
39393,8485,77.0,Aberdeen,ABE,,aberdeen,100.0,Scotland,Scottish Premiership,Aberdeen FC - Scotland - Scottish Premiership.png
39394,8066,620.0,Inverness Caledonian Thistle,INV,,nk veres rivne,47.61904761904761,Ukraine,Premier Liga,NK Veres Rivne - Ukraine - Premier Liga.png
39395,9925,78.0,Celtic,CEL,Celtic,celtic,100.0,Scotland,Scottish Premiership,Celtic FC - Scotland - Scottish Premiership.png
39396,9800,100805.0,St. Mirren,MIR,,st. mirren,100.0,Scotland,Scottish Premiership,St. Mirren FC - Scotland - Scottish Premiership.png
39397,8429,184.0,Hamilton Academical FC,HAM,Hamilton Acad.,atletico de madrid,51.42857142857142,Spain,LaLiga,Atlético de Madrid - Spain - LaLiga.png
39398,9938,181.0,Dundee United,DUU,,dundee united,100.0,Scotland,Scottish Premiership,Dundee United FC - Scotland - Scottish Premiership.png
39853,8467,100804.0,St. Johnstone FC,JOH,,st. johnstone,100.0,Scotland,Scottish Premiership,St. Johnstone - Scotland - Scottish Premiership.png
40757,8457,182.0,Dunfermline Athletic,DUN,,athletic,57.14285714285714,Spain,LaLiga,Athletic - Spain - LaLiga.png
41216,8284,180.0,Dundee FC,DUF,Dundee FC,dundee united,63.1578947368421,Scotland,Scottish Premiership,Dundee United FC - Scotland - Scottish Premiership.png
41217,8649,631.0,Ross County FC,ROS,,ross county,100.0,Scotland,Scottish Premiership,Ross County FC - Scotland - Scottish Premiership.png
41673,8426,1754.0,Partick Thistle F.C.,PAR,,fk spartak subotica,46.15384615384615,Serbia,Super liga Srbije,FK Spartak Subotica - Serbia - Super liga Srbije.png
43035,10267,461.0,Valencia CF,VAL,Valencia CF,valencia,84.21052631578947,Spain,LaLiga,Valencia - Spain - LaLiga.png
43036,8661,453.0,RCD Mallorca,MAL,RCD Mallorca,rcd mallorca,100.0,Spain,LaLiga,RCD Mallorca - Spain - LaLiga.png
43037,8371,479.0,CA Osasuna,OSA,CA Osasuna,ca osasuna,100.0,Spain,LaLiga,CA Osasuna - Spain - LaLiga.png
43038,10205,483.0,Villarreal CF,VIL,Villarreal CF,villarreal cf,100.0,Spain,LaLiga,Villarreal CF - Spain - LaLiga.png
43039,9783,242.0,RC Deportivo de La Coruña,COR,Dep. La Coruña,deportivo alaves,58.53658536585367,Spain,LaLiga,Deportivo Alavés - Spain - LaLiga.png
43040,8633,243.0,Real Madrid CF,REA,Real Madrid,real madrid,88.0,Spain,LaLiga,Real Madrid - Spain - LaLiga.png
43041,8388,477.0,CD Numancia,NUM,,rcd mallorca,60.86956521739131,Spain,LaLiga,RCD Mallorca - Spain - LaLiga.png
43042,8634,241.0,FC Barcelona,BAR,FC Barcelona,barcelona,100.0,Spain,LaLiga,Barcelona - Spain - LaLiga.png
43043,8696,456.0,Racing Santander,SAN,Racing,randers,57.14285714285714,Denmark,Superliga,Randers FC - Denmark - Superliga.png
43044,8302,481.0,Sevilla FC,SEV,Sevilla FC,sevilla,100.0,Spain,LaLiga,Sevilla FC - Spain - LaLiga.png
43045,9869,459.0,Real Sporting de Gijón,SPG,Sporting Gijón,sporting cp,54.54545454545454,Portugal,Liga Portugal,Sporting CP - Portugal - Liga Portugal.png
43046,8305,1860.0,Getafe CF,GET,Getafe CF,getafe cf,100.0,Spain,LaLiga,Getafe CF - Spain - LaLiga.png
43047,8603,449.0,Real Betis Balompié,BET,Real Betis,real betis balompie,100.0,Spain,LaLiga,Real Betis Balompié - Spain - LaLiga.png
43048,8479,571.0,RC Recreativo,HUE,Recr. Huelva,r seraing,54.54545454545454,Belgium,Jupiler Pro League,RFC Seraing - Belgium - Jupiler Pro League.png
43049,8558,452.0,RCD Espanyol,ESP,Espanyol,espanyol,80.0,Spain,LaLiga,Espanyol - Spain - LaLiga.png
43050,10281,462.0,Real Valladolid,VAL,Real Valladolid,real valladolid cf,90.9090909090909,Spain,LaLiga,Real Valladolid CF - Spain - LaLiga.png
43051,8315,448.0,Athletic Club de Bilbao,BIL,Athletic Bilbao,athletic bilbao,78.94736842105263,Spain,LaLiga,Athletic Bilbao - Spain - LaLiga.png
43052,9865,1861.0,UD Almería,ALM,UD Almería,ud almeria,100.0,Spain,LaLiga,UD Almería - Spain - LaLiga.png
43053,9906,240.0,Atlético Madrid,AMA,Atlético Madrid,atletico de madrid,90.9090909090909,Spain,LaLiga,Atlético de Madrid - Spain - LaLiga.png
43054,9864,573.0,Málaga CF,MAL,Málaga CF,granada cf,63.1578947368421,Spain,LaLiga,Granada CF - Spain - LaLiga.png
43800,9868,1742.0,Xerez Club Deportivo,XER,,deportivo alaves,50.0,Spain,LaLiga,Deportivo Alavés - Spain - LaLiga.png
43803,8394,244.0,Real Zaragoza,ZAR,Real Zaragoza,real madrid,58.33333333333333,Spain,LaLiga,Real Madrid - Spain - LaLiga.png
43804,9867,260.0,CD Tenerife,TEN,CD Tenerife,cd tondela,57.14285714285714,Portugal,Liga Portugal,CD Tondela - Portugal - Liga Portugal.png
44557,10278,100879.0,Hércules Club de Fútbol,HER,Hércules CF,herles almelo,55.55555555555556,Netherlands,Eredivisie,Heracles Almelo - Netherlands - Eredivisie.png
44565,8581,1853.0,Levante UD,LEV,Levante UD,levante ud,100.0,Spain,LaLiga,Levante UD - Spain - LaLiga.png
44569,8560,457.0,Real Sociedad,SOC,Real Sociedad,real sociedad,100.0,Spain,LaLiga,Real Sociedad - Spain - LaLiga.png
45330,7878,110832.0,Granada CF,GRA,Granada CF,granada cf,100.0,Spain,LaLiga,Granada CF - Spain - LaLiga.png
45333,8370,480.0,Rayo Vallecano,RAY,Rayo Vallecano,rayo vallecano,100.0,Spain,LaLiga,Rayo Vallecano - Spain - LaLiga.png
46087,9910,450.0,RC Celta de Vigo,CEL,Celta de Vigo,celta de vigo,89.65517241379311,Spain,LaLiga,Celta de Vigo - Spain - LaLiga.png
46848,10268,468.0,Elche CF,ELC,Elche CF,elche cf,100.0,Spain,LaLiga,Elche CF - Spain - LaLiga.png
47605,8372,467.0,SD Eibar,EIB,SD Eibar,sl benfica,55.55555555555556,Portugal,Liga Portugal,SL Benfica - Portugal - Liga Portugal.png
47612,7869,1867.0,Córdoba CF,COR,,granada cf,60.0,Spain,LaLiga,Granada CF - Spain - LaLiga.png
48358,8306,472.0,UD Las Palmas,LAS,UD Las Palmas,ud las palmas,100.0,Spain,LaLiga,UD Las Palmas - Spain - LaLiga.png
49115,9956,322.0,Grasshopper Club Zürich,GRA,Grasshoppers,grasshopper club zurich,100.0,Switzerland,Super League,Grasshopper Club Zurich - Switzerland - Super League.png
49116,6493,1714.0,AC Bellinzona,BEL,,barcelona,63.1578947368421,Spain,LaLiga,Barcelona - Spain - LaLiga.png
49117,10192,900.0,BSC Young Boys,YB,BSC Young Boys,b young boys,100.0,Switzerland,Super League,BSC Young Boys - Switzerland - Super League.png
49118,9931,896.0,FC Basel,BAS,FC Basel,basel 1893,66.66666666666667,Switzerland,Super League,FC Basel 1893 - Switzerland - Super League.png
49119,9930,434.0,FC Aarau,AAR,,uta arad,61.53846153846154,Romania,SuperLiga,UTA Arad - Romania - SuperLiga.png
49120,10179,110770.0,FC Sion,SIO,FC Sion,sion,100.0,Switzerland,Super League,FC Sion - Switzerland - Super League.png
49121,10199,897.0,FC Luzern,LUZ,,luzern,100.0,Switzerland,Super League,FC Luzern - Switzerland - Super League.png
49122,9824,286.0,FC Vaduz,VAD,,cadiz cf,46.15384615384615,Spain,LaLiga,Cádiz CF - Spain - LaLiga.png
49123,7955,435.0,Neuchâtel Xamax,XAM,Neuchâtel Xamax,cf estrela amadora,48.484848484848484,Portugal,Liga Portugal,CF Estrela Amadora - Portugal - Liga Portugal.png
49124,10243,894.0,FC Zürich,ZUR,FC Zürich,zurich,100.0,Switzerland,Super League,FC Zürich - Switzerland - Super League.png
49479,10190,898.0,FC St. Gallen,GAL,FC St. Gallen,st. gallen,100.0,Switzerland,Super League,FC St. Gallen - Switzerland - Super League.png
49837,10191,1715.0,FC Thun,THU,,oh leuven,46.15384615384615,Belgium,Jupiler Pro League,OH Leuven - Belgium - Jupiler Pro League.png
50201,9777,324.0,Servette FC,SER,Servette FC,servette,100.0,Switzerland,Super League,Servette FC - Switzerland - Super League.png
50204,7730,1862.0,FC Lausanne-Sports,,,lausannesport,96.2962962962963,Switzerland,Super League,FC Lausanne-Sport - Switzerland - Super League.png
51606,7896,,Lugano,LUG,FC Lugano,lazio,54.54545454545454,Italy,Serie A,Lazio - Italy - Serie A.png
